Taxon	C12FCHL	C12FCHS	C13FJBL	C13FJBS	C14FJOS	C14FJOL	C15FNSL	C15FNSS	C15FTCL	C15FTCS	C16FHWL	C16FHWS	C17FHEL	C17FHES	C18FCLL	C18FCLS	C18FHHL	C18FHHS	C18FTGL	C18FTGS	C19FTTL	C19FTTS	C20FJAL	C20FJAS	C20FPHL	C20PHS	C2F1L	C2F1S	C2F4F1	C2F4F2	C2F4F3	C2F4L1	C2F4L2	C2F4L3	C2F4S1	C2F4S2	C2F4S3	C3F10L	C3F10S	C3F14L	C3F14S	C4F17F1	C4F17F2	C4F17F3	C4F17L1	C4F17L2	C4F17L3	C4F17S1	C4F17S2	C4F17S3	C4F8L	C4F8PC	C4F8PP	C4F8S	C6F35L	C6F35S	C6F37L	C6F37S	C6F60L	C6F60S	C7F14L	C7F14S	C7F22L	C7F22S	C7F81L	C7F81S	C8F40F1	C8F40F2	C8F40F3	C8F40L1	C8F40L2	C8F40L3	C8F40S1	C8F40S2	C8F40S3
SGB11125	0	0.00809	0	0.02044	0	0	0	0.03037	0	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02887	0	0.01349	0	0.00531	0	0.00336	0	0	0	0	0	0	0	0	0	0	0
SGB90178	0	0.00791	0	0.01297	0	0	0	0.04404	0	0.00848	0	0	0	4.00E-05	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0.00065	0	0.00436	0	0.00454	0	0	0	0	0	0	0	0	0.00598	0.01836	0.00659
SGB87794	0	0.00777	0	0.00971	0	0	0	0.00522	0	0.00241	0	0.00016	0	0	0	0	0	0	0	0.00548	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0.00042	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB36208	0	0.00769	0	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00743	0.01115	0.01118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0.01262	0	0	0	0.01191	0	0	0	0	0	0	0	0	0	0	0
SGB13358	0	0.00755	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01297	0	0	0	0	0	0	0	0	0
SGB16143	0	0.00751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB16670	0	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB15918	0	0.00709	0	0.00945	0	0	0	0.02225	0	0.01428	0	0	0	0.01576	0	0.0006	0	0	0	0.00176	0	0	0	0.00132	0	0.00072	0	0.00078	0	0	0	0	0	0	0.00178	0.00649	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04377	0	0.00042	0	0.00104	0	0.00698	0	0	0	0	0	0	0	0	0.00567	0.00315	0.00278
SGB15804	0	0.00704	0	0.02978	0	0	0	0.1125	0	0.15133	0	0	0	0.00075	0	0	0	0	0	0.01229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01962	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.01057	0	0.00041	0	0.07411	0	0.0514	0	0.03486	0	0.01754	0	0.00172	0	0	0	0	0	0	0.01681	0.01413	0.00887
SGB87667	0	0.00704	0	0.02596	0	0	0	0.01243	0	0.00746	0	4.00E-05	0	0.0001	0	0	0	0	0	0.00278	0	0	0	0	0	0	0	0	0.00062	0.00176	0.00078	0	0	0	0.00572	0.01119	0.00658	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0.0098	0	0.0029	0	0.00074	0	0.0051	0	0	0	0	0	0	0	0	0	0	0
SGB31467	0	0.00698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01758	0	0	0	0	0	0	0	0	0	0	0	0	0.06418	0	0	0	0	0	0	0.01081	0.00415	0.00744	0	0	0	0	0	0	0	0	0	0.00406	0	0.00492	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB12415	0	0.00687	0	0.00055	0	0	0	0	0	0	0	0	0	0.00169	0	0.04281	0	0	0	0.00062	0	0.01915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB12382	0	0.00684	0	0	0	0	0	0	0	0	0	0.00096	0	0.07899	0	0	0	0.08412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB11087	0	0.00677	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0.02624	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB88005	0	0.00671	0	0	0.08287	0	0	0	0	0	0	0	0	0.0094	0	0.0062	0	0.04172	0	0.01241	0	0	0	0	0	0	0	0.00512	0	0	0	0	0	0	0.03063	0.04021	0.0246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01313	0	0	0	0.06894	0	0.03149	0	0	0	0	0	0	0	0	0.00051	0.01201	0.01359
SGB90098	0	0.00668	0	0.00467	0.04847	0	0	0.00062	0	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0.00152	0.00138	0.00187	0	0	0	0.00482	0	0	0	0.00222	0	0	0	0.12489	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB24541	0	0.0066	0	0.00738	0	0	0	0	0	0	0	0	0	0.01507	0	0.00082	0	0	0	0.07927	0	0	0	0	0	0	0	0	0.00097	0.00084	0.00174	0	0	0	0	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01428	0	0.00998	0	0.01061	0	0.00839	0	0	0	0	0	0	0	0	0	0	0
SGB12302	0	0.00659	0	0.00369	0	0	0	0.0044	0	0.00958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB3147	0	0.00653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08484	0.05071	0.15231	0	0	0	0.0191	0.02934	0.0699	0.05646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB90453	0	0.0065	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436	0.01653	0.00619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB34229	0	0.00642	0	0.011	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0.1037	0	0.01405	0	0	0	0	0	0	0	0	0.13667	0.07385	0.06883	0	0	0	0	0	0	0	0.00951	0	0	0.00693	0.00533	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB15803	0	0.00635	0	0.00183	0	0	0	0.00369	0	0.00073	0	0	0	0	0	0	0	0.0001	0	0.04396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87496	0	0.00626	0	0.00305	0	0.00288	0	0	0	0	0	0.00273	0	0.00947	0	0	0	0.06751	0	0	0	0	0	0	0	0	0	0	0.00984	0.00156	0.01685	0	0	0	0	0	0	0	0.04488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11631	0	0.00389	0	0.0955	0	0.00239	0	0.1531	0	0	0.00551	0.00343	0.00322	0	0	0	0.03055	0.05911	0.05876
SGB87716	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00382	0	0.00075	0	0.00813	0	0	0	0	0	0	0.008	0.00476	0.01201	0	0	0	0	0	0	0	0	0	0.03291	0	0.00086	0.00051	0	0	0	0	0	0	0	0	0	0	0	0.01102	0	0.00068	0	0.16758	0	0.00122	0	0.02573	0	0	0	0	0	0	0	0	0	0	0
SGB89738	0	0.00619	0	0	0	0	0	0.00283	0	0.00402	0	0.0008	0	0.00047	0	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827	0	0	0	0	0	0	0	0	0	0	0	0	0.00867	0	0	0	0	0	0	0	0.01772	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB78291	0	0.00618	0	0	0.00608	0	0	0	0	0.00505	0	0.0121	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00823	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB16055	0	0.00614	0	0.0128	0	0.00529	0	0	0	0	0	0.00098	0	0.00124	0	0	0	0.00066	0	0.15303	0	0.07733	0	0	0	0	0	0	0.1542	0.11342	0.22333	0	0	0	0	0	0	0	0.08201	0	0.02967	0	0	0	0	0	0	0	0	0	0.11141	0	0	0	0	0.00037	0.00277	0	0	0	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0
SGB11386	0	0.00604	0	0.02942	0.11565	0	0	0.06119	0	0.01476	0	0	0	0.03307	0	0.01529	0	0.00418	0	0.03228	0	0.00572	0	0.01789	0	0.00624	0	0.00213	0	0	0	0	0	0	0	0.00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191	0	0	0	0.02551	0	0.00964	0	0.01182	0	0.01292	0	0	0	0	0	0	0	0	0.01458	0.00844	0.00642
SGB87983	0	0.00599	0	0	0	0.04403	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0.0018	0	0.00337	0	0	0	0	0	0.03735	0.06423	0.0883	0.05301	0	0	0	0.00174	0	0	0	0.11079	0	0.10163	0.00295	0.01295	0.01417	0	0	0	0.00337	0.00956	0.00435	0.02218	0	0	0	0	0.06076	0.00107	0.00969	0	0.10795	0	0.0011	0	0.38857	0	0	0.02057	0.01331	0.06698	0	0	0	0	0	0
SGB90176	0	0.00591	0	0.00894	0	0	0	0.14407	0	0.01694	0	0	0	0.0298	0	0.00851	0	0.00175	0	0.01549	0	0	0	0.01688	0	0.01296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04195	0	0.00218	0	0.00418	0	0.01316	0	0	0	0	0	0	0	0	0.03823	0.04752	0.02879
SGB34122	0	0.00585	0	0.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04995	0	0	0	0	0	0	0	0.03192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182	0	0.00919	0	0.08545	0	0	0	0	0	0	0	0	0	0	0
SGB15789	0	0.00584	0	0.01511	0	0	0	0.00672	0	0	0	0.0078	0	0.0039	0	0	0	0.0031	0	0.01202	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0.00856	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0	0	0.00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB34248	0	0.00577	0	0	0	0	0	0.0492	0	0.01532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0
SGB11415	0	0.00576	0	0	0	0	0	0	0	0	0	0.0004	0	0.00014	0	0.036	0	0	0	0.00875	0	0.00047	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0.0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87592	0	0.00569	0	0.05413	0	0	0	0	0	0	0	0.00456	0	0.00508	0	0	0	0.15719	0	0	0	0	0	0.00321	0	0.00294	0	0	0.13578	0.09168	0.12156	0	0	0	0.00107	0.00089	0.00143	0	0.00246	0	0	0	0	0	0	0	0	0.01915	0.0222	0.01991	0	0	0	0	0	0.00048	0	0.00285	0	0.00778	0	0	0	0.00477	0	0	0	0	0	0	0	0	0.00769	0.01	0.01105
SGB31871	0	0.00567	0	0	0.00055	0	0	0.01331	0	0.00297	0	0.0004	0	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB3409	0	0.00567	0	0.00768	0	0	0	0.00336	0	3.00E-05	0	0	0	0.00449	0	0	0	0	0	0.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01238	0	0.00399	0	0.01448	0	0.00395	0	0	0	0	0	0	0	0	0	0.00305	0
SGB32009	0	0.00565	0	0.016	0	0	0	0	0	0	0	0	0	0.0005	0	0.00444	0	0	0	0.0235	0	0.00096	0	0	0	0	0	0	0.00039	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0
SGB89540	0	0.00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB32005	0	0.00559	0	0.00204	0	0	0	0	0	0	0	0.00174	0	0.0001	0	0.00134	0	0.02639	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176	0.00998	0.00936	0	0.02539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0.00197	0	0.09204	0	0.01223	0	0.05096	0	0	0	0.00331	0	0	0	0	0.01159	0.0361	0.03852
SGB23274	0	0.00549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.01996	0	0.051	0	0.01192	0	0.01202	0	0	0	0	0	0	0	0	0	0	0
SGB89470	0	0.00546	0	0.01325	0	0	0	0.01237	0	0.00607	0	4.00E-05	0	0.00085	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0	0	0.00056	0.00039	0	0	0	0.00029	6.00E-05	0.00117	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833	0	0.00569	0	0.00587	0	0.01445	0	0	0	0	0	0	0	0	0	0	0
SGB33424	0	0.00527	0	0.00697	0.00546	0	0	0	0	0.00022	0	0	0	0.00424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01884	0	0.0117	0	0.00846	0	0.00051	0	0	0	0	0	0	0	0	0	0	0
SGB16936	0	0.00521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0.00188	0	0	0	0	0	0	0	0	0.00078	0.00146	0.00128	0	0	0	0	0	0	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0
SGB16906	0	0.00509	0	0.28442	0	0	0	0.18934	0	0.01315	0	0.00068	0	0.01623	0	0	0	0	0	0.07362	0	0	0	0	0	0	0	0.02924	0.00788	0.00977	0.00921	0	0	0	0.05638	0.06318	0.06192	0	0	0	0.01745	0	0	0	0	0	0	0	0	0	0	0	0	0.04807	0	0.00608	0	0.71617	0	0.40181	0	0.09563	0	0.15141	0	0.065	0	0.00837	0	0	0	0	0.05616	0.03546	0.02351
SGB16935	0	0.00509	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0.006	0	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705	0	0	0	0	0.00374	0	0	0	0	0	0
SGB3140	0	0.00501	0	0	0	0.04158	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0.00346	0	0	0	0	0	0	0	0	0.02014	0.04165	0.01074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00353	0	0	0	0	0.00119	0.01406	0	0	0.00187	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	0
SGB16442	0	0.00499	0	0	0	0	0	0.00259	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00962	0	0	0	0.00496	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB11367	0	0.00492	0	0.00911	0	0	0	0	0	0	0	0.00364	0	0.00341	0	0	0	0.07196	0	0.0003	0	0	0	0.00702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0.00784	0	0	0	0	0	0.00223	0	0.01308	0	0.00016	0	0	0	0	0	0	0	0	0	0	0
SGB11010	0	0.0049	0	0.00123	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0.01206	0.03656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB88931	0	0.00489	0	0.01757	0	0	0	0	0	0	0	0	0	0.00569	0	0	0	0.11763	0	0.02471	0	0	0	0	0	0	0	0	0.0149	0.0067	0.01032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17654	0	0.04873	0	0.02231	0	0	0	0	0	0	0	0	0	0	0
SGB28386	0	0.00487	0	0.00111	0	0	0	0.00572	0	0.01992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00427	0	0	0	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB32552	0	0.00481	0	0.00124	0.00038	0	0	0.00232	0	0.00108	0	0.00018	0	0.00011	0	0.01351	0	0.00965	0	0.00999	0	0.00143	0	0.00805	0	0.01019	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0.00807	0	0.00043	0	0.02197	0	0.01222	0	0.00314	0	0	0	0	0	0	0	0	0
SGB15665	0	0.00465	0	0.0103	0.00233	0	0	0.00624	0	0.00859	0	0.1298	0	0.01023	0	0.01453	0	0.18979	0	0.0007	0	0	0	0.06065	0	0	0	0.01211	0	0	0	0	0	0	0	0	0	0	0.00391	0	0.03421	0	0	0	0	0	0	0	0.00131	0	0.00043	0	0	0.04755	0	0	0	0.05879	0	0.0079	0	0.18574	0	0.00819	0	0.17668	0	0	0	0	0	0	0	0	0
SGB16542	0	0.00465	0	0.00593	0	0	0	0.00243	0	0.00869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04029	0	0.01424	0	0.00308	0	0.01281	0	0	0	0	0	0	0	0	0	0	0
SGB28340	0	0.00445	0	0.01011	0	0	0	0.0424	0	0.01234	0	0	0	0.00088	0	0.00031	0	0	0	0	0	0	0	0.00223	0	0	0	0.00858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0.02047	0	0.00289	0	0.01163	0	0.00189	0	0	0	0	0	0	0	0	0.00105	0.00198	0
SGB74809	0	0.00443	0	0.00066	0	0	0	0.00697	0	0.00579	0	0.01089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719	0	0	0	0	0	0	0	0	0	0	0	0	0.05889	0	0	0	0	0	0	0	0.00038	0	0	0	0.00739	0	0	0	0	0	0	0	0	0
SGB15711	0	0.00438	0	0.00979	0	0	0	0.00215	0	0.00023	0	8.00E-05	0	0	0	0.00422	0	0	0	0.00771	0	0.00427	0	0	0	0	0	0	0.00128	0.0005	0.00772	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB10729	0	0.0042	0	0.00087	0	0	0	0	0	0	0	0.00705	0	0.00113	0	0.01626	0	0.42906	0	0.00258	0	0.00329	0	0.07375	0	0	0	0	0	0	0	0	0	0	0.00461	0.00403	0.00342	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0.03185	0	0.03767	0	0.02055	0	0	0	0	0	0	0	0	0	0	0
SGB32129	0	0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB15965	0	0.00415	0	0.08447	0.002	0	0	0.00239	0	0.00362	0	0.00035	0	0.0015	0	0.00661	0	0.00011	0	0.14678	0	0.05363	0	0.01271	0	0	0	0.01236	0.04266	0.0595	0.04467	0	0	0	0.33241	0.343	0.35684	0	0.01923	0	0.04826	0	0	0	0	0	0	0.03389	0.04356	0.0518	0	0	0	0.00674	0	0	0	0.21498	0	0.06133	0	0.04464	0	0.7379	0	0.06957	0	0	0	0	0	0	0	0	0
SGB12307	0	0.00407	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB22529	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351	0	0	0	0.00163	0	0.00103	0	0.00513	0	0	0	0	0	0	0	0	0
SGB87825	0	0.00397	0	0	0	0	0	0.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB16279	0	0.00395	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2563_group	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0.00842	0	0	0	0	0	0	0	0	0.00527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB88965	0	0.00395	0	0	0	0	0	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB89541	0	0.00388	0	0.00757	0	0	0	0.00232	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00506	0.0041	0.00493	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0.01697	0	0.00864	0	0.00194	0	0.0925	0	0	0	0	0	0	0	0	0	0	0
SGB32107	0	0.00384	0	0.006	0	0	0	0.00072	0	0	0	0	0	0.00161	0	0	0	0	0	0.00444	0	0	0	0	0	0	0	0	0.02181	0.03814	0.03154	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0
SGB87537	0	0.00381	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0.13505	0	0.00499	0	0.08093	0	0.02655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05625	0	0.00545	0	0.00254	0	0.00126	0	0	0	0	0	0	0	0	0	0	0
SGB36190	0	0.0037	0	0	0	0.01834	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0.01567	0	0	0	0.00462	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0
